Date,Sales,OpenStores,PromoStores,PromoShare,SchoolHolidayShare,DayOfWeek,Year,Month,IsoWeek,IsWeekend
2015-03-16,5920387,601,602,1.0016638935108153,0,1,2015,3,12,0
2015-03-17,4883149,601,602,1.0016638935108153,0,2,2015,3,12,0
2015-03-18,4399625,600,602,1.0033333333333334,0,3,2015,3,12,0
2015-03-19,4372034,601,602,1.0016638935108153,0,4,2015,3,12,0
2015-03-20,4384437,601,602,1.0016638935108153,0,5,2015,3,12,0
2015-03-21,3047457,601,0,0,0,6,2015,3,12,1
2015-03-22,22012,11,0,0,0,7,2015,3,12,1
2015-03-23,3759356,601,0,0,0,1,2015,3,13,0
2015-03-24,3497718,601,0,0,0,2,2015,3,13,0
2015-03-25,3359890,601,0,0,0.019933554817275746,3,2015,3,13,0
2015-03-26,3441346,602,0,0,0.03986710963455149,4,2015,3,13,0
2015-03-27,3732434,602,0,0,0.03986710963455149,5,2015,3,13,0
2015-03-28,3347665,602,0,0,0.019933554817275746,6,2015,3,13,1
2015-03-29,30044,12,0,0,0.019933554817275746,7,2015,3,13,1
2015-03-30,6519678,602,602,1,0.7375415282392026,1,2015,3,14,0
2015-03-31,5932788,602,602,1,0.7375415282392026,2,2015,3,14,0
2015-04-01,5858166,602,602,1,0.8604651162790697,3,2015,4,14,0
2015-04-02,5990223,602,602,1,0.9717607973421927,4,2015,4,14,0
2015-04-03,0,0,602,0,0.9219269102990033,5,2015,4,14,0
2015-04-04,4566128,602,0,0,0.08637873754152824,6,2015,4,14,1
2015-04-05,22579,12,0,0,0.08637873754152824,7,2015,4,14,1
2015-04-06,36996,12,0,0,0.9219269102990033,1,2015,4,15,0
2015-04-07,4406880,602,0,0,0.9219269102990033,2,2015,4,15,0
2015-04-08,3769733,602,0,0,0.9219269102990033,3,2015,4,15,0
2015-04-09,3663595,602,0,0,0.9219269102990033,4,2015,4,15,0
2015-04-10,3618366,602,0,0,0.9219269102990033,5,2015,4,15,0
2015-04-11,3153863,602,0,0,0,6,2015,4,15,1
2015-04-12,28677,12,0,0,0,7,2015,4,15,1
2015-04-13,6013934,602,602,1,0.12292358803986711,1,2015,4,16,0
2015-04-14,5070715,602,602,1,0.12292358803986711,2,2015,4,16,0
2015-04-15,4425094,602,602,1,0.12292358803986711,3,2015,4,16,0
2015-04-16,4560208,602,602,1,0.12292358803986711,4,2015,4,16,0
2015-04-17,4557191,602,602,1,0.12292358803986711,5,2015,4,16,0
2015-04-18,3234560,602,0,0,0,6,2015,4,16,1
2015-04-19,26351,12,0,0,0,7,2015,4,16,1
2015-04-20,3687241,602,0,0,0,1,2015,4,17,0
2015-04-21,3403789,602,0,0,0,2,2015,4,17,0
2015-04-22,3360700,602,0,0,0,3,2015,4,17,0
2015-04-23,3383861,602,0,0,0,4,2015,4,17,0
2015-04-24,3409813,602,0,0,0,5,2015,4,17,0
2015-04-25,3047296,602,0,0,0,6,2015,4,17,1
2015-04-26,25415,12,0,0,0,7,2015,4,17,1
2015-04-27,5701500,602,602,1,0,1,2015,4,18,0
2015-04-28,5054171,602,602,1,0,2,2015,4,18,0
2015-04-29,5149290,602,602,1,0,3,2015,4,18,0
2015-04-30,5994956,602,602,1,0,4,2015,4,18,0
2015-05-01,1295,1,602,602,0,5,2015,5,18,0
2015-05-02,4340574,602,0,0,0,6,2015,5,18,1
2015-05-03,34072,13,0,0,0,7,2015,5,18,1
2015-05-04,6031810,602,602,1,0,1,2015,5,19,0
2015-05-05,4843864,602,602,1,0,2,2015,5,19,0
2015-05-06,4731113,602,602,1,0,3,2015,5,19,0
2015-05-07,4646731,602,602,1,0,4,2015,5,19,0
2015-05-08,4648338,602,602,1,0,5,2015,5,19,0
2015-05-09,3451740,602,0,0,0,6,2015,5,19,1
2015-05-10,28742,12,0,0,0,7,2015,5,19,1
2015-05-11,3767044,602,0,0,0.02823920265780731,1,2015,5,20,0
2015-05-12,3714367,602,0,0,0.02823920265780731,2,2015,5,20,0
2015-05-13,4334817,602,0,0,0.02823920265780731,3,2015,5,20,0
2015-05-14,35339,12,0,0,0.02823920265780731,4,2015,5,20,0
2015-05-15,4566807,602,0,0,0.4053156146179402,5,2015,5,20,0
2015-05-16,3208647,602,0,0,0,6,2015,5,20,1
2015-05-17,33846,12,0,0,0,7,2015,5,20,1
2015-05-18,5788149,602,602,1,0.04983388704318937,1,2015,5,21,0
2015-05-19,4855625,602,602,1,0.04983388704318937,2,2015,5,21,0
2015-05-20,4534824,602,602,1,0.04983388704318937,3,2015,5,21,0
2015-05-21,4470337,602,602,1,0.04983388704318937,4,2015,5,21,0
2015-05-22,4456813,602,602,1,0.04983388704318937,5,2015,5,21,0
2015-05-23,3312240,602,0,0,0,6,2015,5,21,1
2015-05-24,36183,12,0,0,0,7,2015,5,21,1
2015-05-25,41024,13,0,0,0,1,2015,5,22,0
2015-05-26,4244729,602,0,0,0.6179401993355482,2,2015,5,22,0
2015-05-27,3783313,602,0,0,0.19435215946843853,3,2015,5,22,0
2015-05-28,3801284,602,0,0,0.19435215946843853,4,2015,5,22,0
2015-05-29,4470995,602,0,0,0.19435215946843853,5,2015,5,22,0
2015-05-30,3627912,602,0,0,0,6,2015,5,22,1
2015-05-31,37786,12,0,0,0,7,2015,5,22,1
2015-06-01,6351127,602,602,1,0.19435215946843853,1,2015,6,23,0
2015-06-02,5445149,602,602,1,0.19435215946843853,2,2015,6,23,0
2015-06-03,5227892,602,602,1,0.19435215946843853,3,2015,6,23,0
2015-06-04,1964696,243,602,2.477366255144033,0.19435215946843853,4,2015,6,23,0
2015-06-05,5141299,602,602,1,0.19435215946843853,5,2015,6,23,0
2015-06-06,3217573,602,0,0,0,6,2015,6,23,1
2015-06-07,37643,13,0,0,0,7,2015,6,23,1
2015-06-08,4025031,602,0,0,0,1,2015,6,24,0
2015-06-09,3800430,602,0,0,0,2,2015,6,24,0
2015-06-10,3588223,602,0,0,0,3,2015,6,24,0
2015-06-11,3613624,602,0,0,0,4,2015,6,24,0
2015-06-12,3552525,601,0,0,0,5,2015,6,24,0
2015-06-13,3161810,601,0,0,0,6,2015,6,24,1
2015-06-14,38717,12,0,0,0,7,2015,6,24,1
2015-06-15,6171272,601,602,1.0016638935108153,0,1,2015,6,25,0
2015-06-16,5288894,601,602,1.0016638935108153,0,2,2015,6,25,0
2015-06-17,4692762,601,602,1.0016638935108153,0,3,2015,6,25,0
2015-06-18,4346675,601,602,1.0016638935108153,0,4,2015,6,25,0
2015-06-19,4408884,601,602,1.0016638935108153,0,5,2015,6,25,0
2015-06-20,3101156,601,0,0,0,6,2015,6,25,1
2015-06-21,32077,12,0,0,0,7,2015,6,25,1
2015-06-22,3570918,601,0,0,0,1,2015,6,26,0
2015-06-23,3464737,601,0,0,0,2,2015,6,26,0
2015-06-24,3467867,601,0,0,0,3,2015,6,26,0
2015-06-25,3434827,601,0,0,0,4,2015,6,26,0
2015-06-26,3575524,602,0,0,0,5,2015,6,26,0
2015-06-27,3182046,602,0,0,0,6,2015,6,26,1
2015-06-28,37434,12,0,0,0,7,2015,6,26,1
2015-06-29,6489788,602,602,1,0.313953488372093,1,2015,6,27,0
2015-06-30,6327237,602,602,1,0.313953488372093,2,2015,6,27,0
2015-07-01,4940213,602,602,1,0.313953488372093,3,2015,7,27,0
2015-07-02,4565168,601,602,1.0016638935108153,0.313953488372093,4,2015,7,27,0
2015-07-03,4491161,601,602,1.0016638935108153,0.313953488372093,5,2015,7,27,0
2015-07-04,2952626,601,0,0,0,6,2015,7,27,1
2015-07-05,40384,13,0,0,0,7,2015,7,27,1
2015-07-06,4137007,601,0,0,0.313953488372093,1,2015,7,28,0
2015-07-07,3551296,601,0,0,0.313953488372093,2,2015,7,28,0
2015-07-08,3730150,601,0,0,0.313953488372093,3,2015,7,28,0
2015-07-09,3735672,601,0,0,0.313953488372093,4,2015,7,28,0
2015-07-10,3775550,601,0,0,0.313953488372093,5,2015,7,28,0
2015-07-11,3070374,600,0,0,0,6,2015,7,28,1
2015-07-12,43187,12,0,0,0,7,2015,7,28,1
2015-07-13,5753861,600,602,1.0033333333333334,0.4584717607973422,1,2015,7,29,0
2015-07-14,5059171,600,602,1.0033333333333334,0.4584717607973422,2,2015,7,29,0
2015-07-15,4779650,600,602,1.0033333333333334,0.4584717607973422,3,2015,7,29,0
2015-07-16,4535275,599,602,1.005008347245409,0.5764119601328903,4,2015,7,29,0
2015-07-17,4164812,599,602,1.005008347245409,0.5764119601328903,5,2015,7,29,0
2015-07-18,3157657,600,0,0,0,6,2015,7,29,1
2015-07-19,55404,12,0,0,0,7,2015,7,29,1
2015-07-20,3996292,600,0,0,0.6993355481727574,1,2015,7,30,0
2015-07-21,3515258,600,0,0,0.6993355481727574,2,2015,7,30,0
2015-07-22,3337937,600,0,0,0.6993355481727574,3,2015,7,30,0
2015-07-23,3594960,600,0,0,0.7192691029900332,4,2015,7,30,0
2015-07-24,3499777,600,0,0,0.7192691029900332,5,2015,7,30,0
2015-07-25,2847063,600,0,0,0.019933554817275746,6,2015,7,30,1
2015-07-26,55506,12,0,0,0.019933554817275746,7,2015,7,30,1
2015-07-27,5603824,600,602,1.0033333333333334,0.8056478405315615,1,2015,7,31,0
2015-07-28,4910264,600,602,1.0033333333333334,0.8056478405315615,2,2015,7,31,0
2015-07-29,4524391,600,602,1.0033333333333334,0.8056478405315615,3,2015,7,31,0
2015-07-30,4685380,600,602,1.0033333333333334,0.8604651162790697,4,2015,7,31,0
2015-07-31,5380356,600,602,1.0033333333333334,0.8604651162790697,5,2015,7,31,0
